competitions_id,teamId,team_rank,totalTeams,profile_id_str,flags,team_capacity,members_num,avg_abi,avg_qua,avg_par,country_num
3978,132201,387,1049,shouvikdutta;natebailey,1,63.11 ,2,0.02 ,2339.00 ,2.50 ,1
3978,132266,403,1049,mconway;robertdscott,1,61.58 ,2,0.83 ,2496.50 ,69.00 ,1
4031,132279,300,1524,lherlant;fherlant,1,80.31 ,2,0.16 ,2478.00 ,7.00 ,1
8089,1322961,440,3634,denti1;olesyaborzdyko;sashulyak,1,87.89 ,3,0.49 ,2116.33 ,10.33 ,1
4031,132352,199,1524,mabuxayda;linhnguyen,1,86.94 ,2,0.02 ,2574.50 ,1.50 ,1
4031,132379,13,1524,abhishek;gaborfodor,1,99.15 ,2,56.74 ,3634.00 ,135.50 ,2
7456,1324116,315,477,mercileesb;qwaszx9998;kepler92,1,33.96 ,3,0.01 ,1576.00 ,1.67 ,1
7456,1324652,51,477,cadene;micaelcarvalho;arthurllau;golubev,1,89.31 ,4,4.44 ,1944.25 ,48.75 ,2
8396,1324953,14,209,geneva;oldufo,1,93.30 ,2,1.93 ,3046.00 ,15.00 ,2
7456,1325001,148,477,davidbuchaca;blauigris;eloipuertasprats,1,68.97 ,3,0.21 ,2716.00 ,6.00 ,1
7456,1325037,55,477,mathurinache;lyakaap,1,88.47 ,2,12.71 ,2436.00 ,141.00 ,2
8396,1325084,18,209,mathurinache;lyakaap,1,91.39 ,2,12.71 ,2436.00 ,141.00 ,2
7559,1325713,2003,2382,ranjithm;sethu1012,1,15.91 ,2,0.03 ,1205.00 ,2.00 ,1
8089,1326265,296,3634,stanwar;trunksio,1,91.85 ,2,0.42 ,1584.00 ,4.00 ,1
8089,1326595,204,3634,firenero;aispiriants,1,94.39 ,2,2.14 ,1338.50 ,9.00 ,1
4031,132718,455,1524,dudarev;kual272205;alexandershishkin,1,70.14 ,3,0.07 ,2808.67 ,2.00 ,1
4043,132752,81,260,sunu3848;surajrajappan,1,68.85 ,2,0.32 ,2424.00 ,2.50 ,1
8076,1328487,4009,4550,alfonsoeromero;diegojromerolopez,1,11.89 ,2,0.03 ,3142.50 ,6.00 ,1
8076,1328533,3570,4550,greenmaverick;trozan,1,21.54 ,2,0.03 ,2110.00 ,4.00 ,1
7559,1328903,108,2382,jszymczak;adrianszymczakpl,1,95.47 ,2,0.33 ,1673.00 ,8.00 ,2
7456,1329337,106,477,mathormad;chauhuynh;thuantp;ngoquochung;nhmquang;nguyenbadung,1,77.78 ,6,5.03 ,1344.50 ,36.67 ,1
8076,1330414,1332,4550,saudmeethal;amitghosh207,1,70.73 ,2,0.01 ,1776.50 ,1.50 ,1
8396,1330556,72,209,alexanderlazarev;nostromo,1,65.55 ,2,0.16 ,1762.00 ,4.00 ,1
8076,1330773,1113,4550,angelus1383;highlander88,1,75.54 ,2,0.39 ,2566.00 ,8.50 ,1
8396,1331835,1,209,anokas;boberm;sameedhusain,1,99.52 ,3,12.00 ,1638.67 ,28.67 ,1
8076,1332272,2074,4550,czsheets;rdtharri,1,54.42 ,2,0.02 ,1510.50 ,4.00 ,1
8089,1333143,190,3634,lianyi;lewisg,1,94.77 ,2,0.15 ,1193.00 ,1.50 ,1
8076,1334812,1674,4550,yashsharma;ajay96;thec03u5;syeddanish,1,63.21 ,4,0.40 ,1829.25 ,5.00 ,1
4031,133700,21,1524,markgoldburd;cocohead;dmitriyguller,1,98.62 ,3,1.85 ,2603.00 ,9.67 ,1
4031,133757,1220,1524,adamhall;ajays276610,1,19.95 ,2,0.02 ,2335.50 ,1.00 ,1
3978,133866,835,1049,kuberiitb;gargantua,1,20.40 ,2,0.39 ,2845.00 ,7.00 ,1
8076,1339645,62,4550,cashfeg;kyazuki;onodera,1,98.64 ,3,8.11 ,2647.33 ,44.67 ,1
3973,133988,99,437,borundev;mouchumibhuyan,1,77.35 ,2,0.16 ,2373.50 ,3.00 ,2
4031,134037,11,1524,joanserra;xanguera,1,99.28 ,2,0.54 ,2793.00 ,2.00 ,1
4031,134054,269,1524,webscale;nbalawat,1,82.35 ,2,0.08 ,3060.00 ,4.00 ,1
8089,1341462,137,3634,ingebor;alnair,1,96.23 ,2,0.34 ,2306.00 ,5.00 ,1
4031,134202,175,1524,konradb;damianmingle,1,88.52 ,2,8.20 ,3570.50 ,103.00 ,2
4120,134312,263,1602,alexeybuslavyev;kseniazhagorina,1,83.58 ,2,0.02 ,2375.00 ,5.50 ,1
4120,134389,132,1602,keiku322;takwat,1,91.76 ,2,1.83 ,2919.50 ,19.50 ,1
4120,134432,1389,1602,kokikimura;yohheisomeya,1,13.30 ,2,0.02 ,2507.00 ,1.00 ,1
2748,13453,61,656,dslate;pwfrey42,1,90.70 ,2,4.87 ,3926.00 ,29.00 ,1
3978,134541,421,1049,arkerpay;kurtkramer;andrewremsen,1,59.87 ,3,0.06 ,2788.33 ,2.67 ,1
4031,134556,51,1524,madhavkumar2005;dixitgaurav,1,96.65 ,2,2.41 ,3065.50 ,35.00 ,2
4031,134559,1000,1524,benjamingarzon;rgarzonj,1,34.38 ,2,0.03 ,2687.50 ,2.50 ,2
4031,134647,789,1524,scottmark;datadave;julesmalin,1,48.23 ,3,0.22 ,2881.33 ,4.00 ,1
3973,134760,88,437,josephwu0;wudaniel,1,79.86 ,2,0.30 ,2490.50 ,4.00 ,1
3978,134782,253,1049,fcastanedo;jzaratie,1,75.88 ,2,0.32 ,2721.50 ,27.00 ,1
4031,134853,71,1524,pranavj;rohitm92;abhinavjindal;artimous,1,95.34 ,4,0.35 ,2542.00 ,8.00 ,2
8089,1349168,222,3634,brandenkmurray;u39kun,1,93.89 ,2,7.36 ,2119.50 ,32.50 ,1
8076,1349951,103,4550,amaotone;sugawarya,1,97.74 ,2,3.50 ,1358.00 ,40.50 ,1
2780,13505,5,698,woshialex;xavierconort;waynezhang,1,99.28 ,3,7.15 ,3497.00 ,27.33 ,3
2762,13510,2,42,compassucl;andrewnewell,1,95.24 ,2,1.15 ,3844.50 ,6.00 ,1
2780,13519,32,698,quansun;alecstephenson,1,95.42 ,2,2.83 ,3967.50 ,23.00 ,2
3978,135193,497,1049,tsimokhin;ruslank0,1,52.62 ,2,0.02 ,2360.00 ,2.50 ,1
2748,13520,499,656,wlx34870;kaizhang1,1,23.93 ,2,0.02 ,3344.00 ,1.00 ,2
3978,135354,254,1049,gabrielpereyra;seba1511,1,75.79 ,2,0.10 ,2503.00 ,2.50 ,1
3978,135614,468,1049,ricardocsag;vjerez,1,55.39 ,2,0.02 ,2740.50 ,6.00 ,1
4031,135615,291,1524,jeremyatia;stephanefeniar,1,80.91 ,2,0.03 ,3367.50 ,2.00 ,2
8089,1356333,285,3634,simkuangoh;hokintang,1,92.16 ,2,0.31 ,1205.50 ,2.00 ,2
8076,1356997,2571,4550,adityamehta0;harshrawat,1,43.49 ,2,0.01 ,2616.00 ,1.50 ,1
2442,1357,62,63,edmund0;adrian,1,1.59 ,2,0.02 ,3983.00 ,3.50 ,2
8076,1357240,19,4550,sermakarevich;callmemb7,1,99.58 ,2,0.88 ,1864.00 ,13.50 ,1
4031,135812,242,1524,pthinker;shuvrobiswas,1,84.12 ,2,0.30 ,3259.00 ,14.50 ,1
4031,135817,1016,1524,dataying;jiangsutx,1,33.33 ,2,0.03 ,2641.00 ,6.50 ,1
4031,135970,50,1524,lpkronek;pierregutierrez,1,96.72 ,2,0.53 ,2897.50 ,15.50 ,1
4031,136090,645,1524,knightofni;cosmogeek,1,57.68 ,2,0.02 ,2581.50 ,1.50 ,2
4031,136172,102,1524,koszpe;csengerib,1,93.31 ,2,0.24 ,2489.00 ,3.50 ,1
4031,136279,297,1524,ranlocar;robrob,1,80.51 ,2,0.08 ,2841.50 ,12.00 ,2
8076,1363147,53,4550,deepdreamer;konohayui;christofhenkel;dzglalala,1,98.84 ,4,7.25 ,1370.50 ,17.25 ,3
8076,1363283,1756,4550,potsbo;rikky0611,1,61.41 ,2,0.03 ,1930.00 ,2.00 ,1
8076,1363499,1006,4550,surajitdas;saini3108;sagar18;jaykmr,1,77.89 ,4,0.03 ,1888.50 ,1.50 ,2
4031,136456,59,1524,rdwrer;zriddle,1,96.13 ,2,0.53 ,2795.50 ,18.00 ,1
8076,1364667,814,4550,chuanxi;kanchen,1,82.11 ,2,0.15 ,1248.00 ,2.50 ,1
4120,136592,1360,1602,gscottstukey;ankitgadodia,1,15.11 ,2,0.02 ,2633.00 ,1.50 ,1
8076,1366114,20,4550,outliar;samehif;alijs1,1,99.56 ,3,6.38 ,2287.67 ,60.00 ,3
8076,1366128,146,4550,jarkeyyou;liangzi,1,96.79 ,2,0.42 ,1313.00 ,8.00 ,1
8089,1367571,166,3634,giovannifinneylong;poissonivy;tdelforge,1,95.43 ,3,0.19 ,1821.67 ,4.67 ,1
8076,1367812,778,4550,guangzhe;yuning8582,1,82.90 ,2,0.11 ,1389.00 ,2.00 ,2
8076,1368801,373,4550,nnq2508;ryuichi0704,1,91.80 ,2,1.77 ,1448.00 ,11.50 ,1
4120,136986,48,1602,jeongyoonlee;sangsulee,1,97.00 ,2,6.27 ,3235.00 ,67.00 ,1
3978,136991,275,1049,cjauvin;curlrain,1,73.78 ,2,0.08 ,2828.00 ,2.00 ,1
8076,1370582,3073,4550,alexcassagne;erickeir,1,32.46 ,2,0.04 ,1487.00 ,2.00 ,1
4120,137098,955,1602,bkowalski;a7n7k7a7,1,40.39 ,2,0.08 ,2927.50 ,3.50 ,1
2780,13715,11,698,jasontigg;sirguessalot,1,98.42 ,2,5.13 ,3692.50 ,32.00 ,2
8076,1371918,2660,4550,ptrptr;leo1988,1,41.54 ,2,0.09 ,2515.00 ,6.50 ,2
3978,137193,466,1049,gobrewers14;tao255r,1,55.58 ,2,0.22 ,2824.50 ,10.00 ,2
8396,1371931,39,209,cashfeg;ren4yu;nardtree,1,81.34 ,3,3.36 ,2065.33 ,34.00 ,1
4031,137200,80,1524,cucumberjack;adam59,1,94.75 ,2,0.16 ,2392.00 ,1.50 ,1
8089,1372099,269,3634,bjornarremm;semashkov,1,92.60 ,2,0.15 ,1666.50 ,5.00 ,1
4031,137237,891,1524,puffin;sakthiindra,1,41.54 ,2,1.02 ,2798.00 ,23.50 ,2
4031,137301,221,1524,kunstmord;vvvvvv,1,85.50 ,2,0.31 ,3005.00 ,13.00 ,2
4031,137304,974,1524,enthuse;fightlikenadal;manojrayan,1,36.09 ,3,0.06 ,2542.00 ,2.67 ,1
4031,137391,68,1524,daniandphy;saharm,1,95.54 ,2,0.16 ,2712.50 ,3.50 ,1
7456,1374290,27,477,cashfeg;ren4yu;nardtree,1,94.34 ,3,3.36 ,2065.33 ,34.00 ,1
4031,137530,8,1524,mateja;zidmie,1,99.48 ,2,2.36 ,2895.00 ,15.50 ,1
4120,137531,1077,1602,nvenkataraman1;namebrandon,1,32.77 ,2,0.02 ,2639.00 ,3.00 ,1
8076,1375382,571,4550,jeabat;thomashirtz,1,87.45 ,2,0.73 ,1506.50 ,11.50 ,1
2742,13754,17,46,ejlok1;ahassaine,1,63.04 ,2,5.47 ,3810.50 ,22.50 ,2
4031,137653,371,1524,danielcirne;lvitor,1,75.66 ,2,0.02 ,2310.50 ,4.00 ,1
4031,137733,771,1524,rohanrao;phanisrikanth,1,49.41 ,2,12.71 ,2795.00 ,53.50 ,1
4031,137890,635,1524,karakan;krystian,1,58.33 ,2,0.62 ,2695.50 ,11.00 ,1
4195,138008,3,319,abhishek;chevli,1,99.06 ,2,45.61 ,3088.50 ,118.50 ,2
8076,1381837,193,4550,jinsoo;richinmind;alexanderws;ericzengyi,1,95.76 ,4,0.45 ,1662.00 ,2.75 ,1
8089,1382183,233,3634,shujian;zeonsunlight,1,93.59 ,2,5.72 ,1898.50 ,29.00 ,2
4120,138242,690,1602,manojkumargl;lijojoseph1,1,56.93 ,2,0.02 ,2725.50 ,4.00 ,1
8076,1382852,909,4550,springmanndaniel;slavax,1,80.02 ,2,1.20 ,1726.00 ,21.50 ,1
8076,1383263,3731,4550,rrendall;caterinar,1,18.00 ,2,0.01 ,1822.50 ,6.50 ,2
7456,1383928,153,477,opanichev;igorkrashenyi;avoloshyna;korwald;ivankot,1,67.92 ,5,2.50 ,1798.00 ,32.00 ,1
8076,1384570,538,4550,r00tman;mihlushi;hexfaker,1,88.18 ,3,0.12 ,1601.67 ,4.67 ,1
3978,138525,355,1049,barryes;wakkadojo;jwboost;charleswright,1,66.16 ,4,0.06 ,2301.00 ,2.75 ,1
4195,138528,35,319,rdwrer;zriddle,1,89.03 ,2,0.53 ,2795.50 ,18.00 ,1
3978,138553,676,1049,ysidhu;bryanabsher,1,35.56 ,2,0.02 ,2671.50 ,5.50 ,1
8076,1388237,2885,4550,silentink;sappy5678,1,36.59 ,2,0.01 ,1379.50 ,2.00 ,1
3978,138898,786,1049,fabiopinto323;pedabreu,1,25.07 ,2,0.02 ,3199.50 ,3.50 ,1
4031,138910,347,1524,goldman88;preeti,1,77.23 ,2,0.04 ,2559.50 ,4.00 ,2
4031,139009,1079,1524,manojkumargl;lijojoseph1,1,29.20 ,2,0.02 ,2725.50 ,4.00 ,1
4120,139042,1592,1602,yuzurukato;kirihouou,1,0.62 ,2,0.02 ,2311.00 ,1.00 ,2
4031,139139,498,1524,hrishi;lazylearner1;slimshady1;adityaagar3,1,67.32 ,4,0.24 ,2648.50 ,6.50 ,1
3978,139245,1016,1049,hunglin;applepei,1,3.15 ,2,0.02 ,3161.00 ,1.50 ,1
8076,1392717,2851,4550,addig13;sidkrishna92,1,37.34 ,2,0.04 ,1668.00 ,1.00 ,1
4120,139293,262,1602,kindruth;soonhwankwon,1,83.65 ,2,2.25 ,2629.00 ,28.50 ,1
8089,1392946,115,3634,panpan7967;yanjunyang,1,96.84 ,2,0.94 ,1322.50 ,4.00 ,1
8076,1394116,63,4550,terpiljenya;alexkirnas,1,98.62 ,2,1.61 ,2316.50 ,17.50 ,1
7456,1394131,133,477,sidujjain;aakashns,1,72.12 ,2,0.66 ,2333.00 ,15.50 ,1
4120,139452,227,1602,zeyangzhang0;yuching;yourilt;pap283324,1,85.83 ,4,0.03 ,2299.25 ,3.50 ,2
8076,1395034,3602,4550,kushal;ritanalytics;anusua92,1,20.84 ,3,0.01 ,2042.33 ,1.33 ,1
8311,1395515,17,505,mconway;robertdscott,1,96.63 ,2,0.83 ,2496.50 ,69.00 ,1
8311,1396050,262,505,haoyanghan;ivonnechen,1,48.12 ,2,0.07 ,1201.50 ,3.00 ,1
4031,139623,1002,1524,team67;kevinma2,1,34.25 ,2,0.02 ,2298.00 ,1.00 ,1
8310,1396383,759,933,brysua;anitashen,1,18.65 ,2,0.01 ,2307.00 ,1.00 ,2
8076,1396618,1870,4550,pkoduganty;saravananrmca1980;sangeethap,1,58.90 ,3,0.01 ,1635.67 ,1.33 ,1
3978,139698,693,1049,wacaxx;gabya06,1,33.94 ,2,0.23 ,3011.50 ,22.50 ,2
2780,13976,24,698,aviruderman;jonomb,1,96.56 ,2,0.16 ,3381.50 ,1.00 ,1
8076,1398703,1315,4550,tadassubonis;sensus,1,71.10 ,2,0.09 ,2147.00 ,3.00 ,2
8311,1398706,215,505,emsansan;montoliu,1,57.43 ,2,0.02 ,1649.00 ,4.00 ,1
8310,1399018,654,933,akk1310;santhoshetty,1,29.90 ,2,0.01 ,1343.00 ,2.00 ,1
8310,1399118,691,933,psreerama;bbonicel;anvitb,1,25.94 ,3,0.05 ,1431.67 ,4.00 ,1
8310,1400589,756,933,cbonfield;mhoffman,1,18.97 ,2,0.04 ,1931.00 ,4.00 ,1
8076,1400862,1147,4550,qinglicmu;nekoshadow,1,74.79 ,2,0.11 ,1193.50 ,6.00 ,1
8076,1401506,3702,4550,hammadhaleem;marmikshah,1,18.64 ,2,0.11 ,2255.00 ,2.00 ,1
8310,1401585,795,933,chvbs2000;skyhuang,1,14.79 ,2,0.64 ,1461.00 ,11.00 ,1
8076,1401744,1546,4550,mhs123;lpachuong,1,66.02 ,2,0.80 ,1688.00 ,30.50 ,1
8310,1402505,538,933,mchahhou;nimashahbazi,1,42.34 ,2,8.89 ,2482.00 ,33.50 ,2
8089,1402595,320,3634,hqphat;dangkhoasdc;infinitas,1,91.19 ,3,0.95 ,2121.33 ,11.00 ,2
8076,1402984,1774,4550,rafonseca;jeandarolt,1,61.01 ,2,0.19 ,2360.00 ,3.50 ,2
8076,1403185,443,4550,kashnitsky;andreygurevich,1,90.26 ,2,7.79 ,2039.50 ,31.50 ,2
7456,1404103,21,477,voltaire;joeaverage,1,95.60 ,2,2.20 ,2119.00 ,43.00 ,2
8076,1404170,28,4550,yifanxie;ogrellier;onoran;yyll008;shinzis;lasershow,1,99.38 ,6,4.79 ,1669.33 ,27.50 ,4
8076,1404408,1425,4550,haoyanghan;ivonnechen,1,68.68 ,2,0.07 ,1201.50 ,3.00 ,1
8310,1404436,653,933,paulharmongj;jacobwdym,1,30.01 ,2,0.03 ,1488.50 ,1.00 ,1
8310,1404732,34,933,user262865;ttyi11,1,96.36 ,2,0.05 ,1950.50 ,1.00 ,1
8076,1405653,14,4550,minhdinhcong;saigonapps,1,99.69 ,2,0.84 ,2452.50 ,8.50 ,1
8076,1405746,198,4550,habedi;kainsama,1,95.65 ,2,2.30 ,1825.00 ,22.00 ,2
8311,1406252,210,505,mchahhou;nimashahbazi,1,58.42 ,2,8.89 ,2482.00 ,33.50 ,2
8396,1407165,29,209,voltaire;joeaverage,1,86.12 ,2,2.20 ,2119.00 ,43.00 ,2
8310,1408485,188,933,dshurick;mcastillon,1,79.85 ,2,0.08 ,3510.50 ,9.50 ,1
8310,1408939,472,933,yyoshiaki;osciiart;junyasato,1,49.41 ,3,2.16 ,1522.67 ,26.33 ,1
8089,1409706,61,3634,skriventsov;mahmouda,1,98.32 ,2,0.37 ,1181.00 ,4.00 ,1
8310,1410092,59,933,robertsturrock;lpkirwin,1,93.68 ,2,0.35 ,1800.50 ,7.50 ,1
8310,1410258,517,933,sunotsue;vinit28;evangelize,1,44.59 ,3,0.02 ,1691.00 ,2.00 ,1
8310,1410298,30,933,bshyammm;kimnguyenwork,1,96.78 ,2,0.02 ,1226.00 ,4.50 ,1
8311,1410979,351,505,cbonfield;mhoffman,1,30.50 ,2,0.04 ,1931.00 ,4.00 ,1
8076,1411505,257,4550,amazone;zeonsunlight;demoon,1,94.35 ,3,1.41 ,2149.00 ,19.33 ,3
8076,1411519,2432,4550,mgw917;notnami,1,46.55 ,2,0.04 ,1730.50 ,1.00 ,1
4043,141192,89,260,dmaust;xiaozhouwang,1,65.77 ,2,10.94 ,3010.00 ,45.00 ,2
8310,1413637,779,933,michelangeles;esjyemkg;adx891,1,16.51 ,3,0.05 ,1627.67 ,2.67 ,2
8310,1414705,926,933,etoile;kelvinksau,1,0.75 ,2,0.04 ,1620.50 ,3.50 ,1
4120,141520,1304,1602,abhibassan;ashishkumar93,1,18.60 ,2,0.02 ,2292.00 ,1.00 ,1
8310,1416657,612,933,vladikbrener;sgabbita,1,34.41 ,2,0.01 ,2404.50 ,2.00 ,1
8089,1417255,55,3634,cpmpml;alexec;hafeneger;nicolefinnie;jliamfinnie,1,98.49 ,5,8.89 ,2026.80 ,13.20 ,2
4031,141756,1385,1524,rickseeger;jbwhitmore;mattmollison;cfperez,1,9.12 ,4,0.02 ,2789.25 ,1.50 ,1
8311,1417581,415,505,psreerama;bbonicel;anvitb,1,17.82 ,3,0.05 ,1431.67 ,4.00 ,1
8076,1418756,200,4550,sgalib;mykttu,1,95.60 ,2,4.62 ,1464.50 ,20.50 ,1
4031,141885,222,1524,naveenkaveti;silpara,1,85.43 ,2,0.19 ,2537.50 ,12.00 ,1
4031,141915,136,1524,ctsats;voglinio,1,91.08 ,2,3.96 ,2844.00 ,27.00 ,1
8076,1419509,2383,4550,smasar;saeedheydari,1,47.63 ,2,0.49 ,1395.00 ,3.00 ,2
8310,1419666,863,933,maxphilipp;christiankregelin,1,7.50 ,2,0.07 ,1416.50 ,3.00 ,1
8076,1420030,4069,4550,user255348;akuzina,1,10.57 ,2,0.01 ,2135.50 ,1.50 ,1
8396,1421047,2,209,mvolkovs;guangweiyu;hugejj;chundi,1,99.04 ,4,2.91 ,2371.50 ,11.50 ,1
4031,142123,29,1524,niklaskoehler;philippeulenberg,1,98.10 ,2,1.75 ,2489.50 ,7.50 ,1
8311,1422143,198,505,yyoshiaki;osciiart;junyasato,1,60.79 ,3,2.16 ,1522.67 ,26.33 ,1
8076,1423652,2270,4550,thryshuk;kotopalov,1,50.11 ,2,0.04 ,1228.50 ,2.50 ,1
8076,1423916,4242,4550,vladko;taraktikos,1,6.77 ,2,0.02 ,1681.50 ,1.00 ,2
4195,142410,5,319,mlandry;robbiec;arnocandel,1,98.43 ,3,5.65 ,2850.33 ,42.00 ,1
3978,142427,291,1049,glewis17;michaelxie0,1,72.26 ,2,0.02 ,2309.00 ,2.00 ,1
8076,1424280,1682,4550,sanathpholla;pavankeshav,1,63.03 ,2,0.01 ,1364.50 ,1.00 ,1
8310,1424313,699,933,solntsevdmitry;megorr,1,25.08 ,2,0.01 ,1300.00 ,2.50 ,1
8076,1424496,2320,4550,ksridevi;rhulsch1,1,49.01 ,2,0.01 ,1500.00 ,3.00 ,1
8311,1425824,501,505,chvbs2000;skyhuang,1,0.79 ,2,0.64 ,1461.00 ,11.00 ,1
4031,142590,235,1524,christiangoldammer;pcohen,1,84.58 ,2,0.37 ,2843.50 ,6.00 ,1
8310,1425954,488,933,andland;schnifin,1,47.70 ,2,0.24 ,3854.50 ,5.50 ,1
8076,1426402,2271,4550,manashmandal;salmanhaydar,1,50.09 ,2,0.04 ,1787.50 ,1.00 ,1
4120,142772,1550,1602,tuhin1;srividyaraju,1,3.25 ,2,0.02 ,2473.50 ,1.50 ,1
8076,1427744,2364,4550,thodime;marwandebbiche,1,48.04 ,2,0.11 ,2062.00 ,14.00 ,1
4031,142986,1253,1524,ferix92;sebiic,1,17.78 ,2,0.09 ,2285.00 ,2.00 ,2
8076,1430530,1097,4550,arifiitp;neerajagrawal,1,75.89 ,2,0.05 ,2323.00 ,5.00 ,1
2780,14310,26,698,chrisraimondi;konradb,1,96.28 ,2,8.17 ,3941.50 ,60.50 ,2
8076,1431590,774,4550,karthikbd;piyushmishra908;veerendra99;ravikiransm;keerthiraj123,1,82.99 ,5,0.21 ,1302.40 ,2.80 ,1
8310,1431591,259,933,tezdhar;prakhar0402,1,72.24 ,2,3.03 ,2335.00 ,17.50 ,2
8310,1431901,148,933,kajamulumba;hmasters,1,84.14 ,2,0.03 ,1294.00 ,2.50 ,1
8076,1434049,2700,4550,dhamashivam;vishalrana16,1,40.66 ,2,0.04 ,1317.50 ,1.50 ,1
8076,1434301,1420,4550,mahmudulhasanshauqi;rezwan249,1,68.79 ,2,0.48 ,1606.00 ,3.50 ,1
4066,143459,253,340,chengwliu;huaz287707,1,25.59 ,2,0.02 ,2346.00 ,2.50 ,1
8310,1434634,3,933,julianhong;whong07,1,99.68 ,2,0.02 ,2232.50 ,6.00 ,1
3978,143501,580,1049,etherqua;mutian,1,44.71 ,2,1.16 ,2403.50 ,25.50 ,1
4117,143535,33,377,abhishek;gmilosev,1,91.25 ,2,48.07 ,3226.00 ,112.00 ,2
7456,1437085,13,477,mahehu;pedramghz;jpeltoma,1,97.27 ,3,0.77 ,2079.00 ,4.33 ,1
4066,143739,53,340,mconway;robertdscott,1,84.41 ,2,0.83 ,2496.50 ,69.00 ,1
8076,1437460,1296,4550,bartek80;lpiepiora,1,71.52 ,2,0.21 ,1386.50 ,4.00 ,1
8310,1438576,244,933,prateekpunj;jungtak3;jordanbaker,1,73.85 ,3,0.17 ,1888.33 ,6.67 ,1
8089,1438898,106,3634,yuhaichina;cscruc,1,97.08 ,2,1.64 ,2345.50 ,41.50 ,1
4195,143891,192,319,dataanalyzer;akshaypatil;ankitadhawale,1,39.81 ,3,0.07 ,2381.33 ,4.67 ,1
4117,143957,135,377,chenling1607;ansonliang;aaronli2,1,64.19 ,3,0.02 ,2296.00 ,1.33 ,1
8089,1439577,689,3634,liuhaothu;yuhsuanwu,1,81.04 ,2,0.22 ,1288.50 ,3.00 ,2
8076,1440031,253,4550,paragkale;vedkale,1,94.44 ,2,2.47 ,1842.50 ,25.00 ,2
4117,144157,25,377,drsmith;bogdanmelnik,1,93.37 ,2,0.39 ,2770.00 ,21.00 ,2
8540,1441768,867,3946,gpreda;asindico,1,78.03 ,2,12.08 ,1618.50 ,39.00 ,2
8540,1441873,489,3946,leslieyan;shujian;zeonsunlight;yiheng;lixiuqi,1,87.61 ,5,4.48 ,1868.40 ,20.20 ,2
2742,14420,3,46,caoren786;dorothy,1,93.48 ,2,0.82 ,3367.00 ,6.00 ,1
8540,1442064,285,3946,mikedev;naasnaples;brasnold,1,92.78 ,3,0.17 ,1530.00 ,3.67 ,1
8540,1442078,473,3946,ramonankersmit;kevinbonnes,1,88.01 ,2,0.50 ,1557.00 ,9.00 ,1
8540,1442366,9,3946,titericz;darraghdog,1,99.77 ,2,55.73 ,2838.50 ,120.00 ,2
8540,1442375,1646,3946,mlandry;sudalairajkumar,1,58.29 ,2,52.49 ,3156.00 ,100.00 ,2
8540,1442589,44,3946,pietromarinelli;luudactam;serigne,1,98.88 ,3,8.71 ,2092.33 ,60.00 ,3
8540,1442641,340,3946,ktts1031;nejumi;ireko8,1,91.38 ,3,3.20 ,1861.00 ,20.67 ,1
8540,1442690,642,3946,mathormad;chauhuynh;ngoquochung;nhmquang;nguyenbadung,1,83.73 ,5,5.98 ,1347.40 ,43.40 ,1
8540,1442752,741,3946,xiejiajia2016;xiumugengmu,1,81.22 ,2,0.70 ,1526.00 ,5.50 ,1
8310,1442831,164,933,fengxue;tianyuanxie,1,82.42 ,2,0.02 ,2064.00 ,2.00 ,1
8311,1442838,78,505,dataprox;lalmia,1,84.55 ,2,0.08 ,1368.50 ,2.00 ,1
8310,1442980,99,933,dataprox;lalmia,1,89.39 ,2,0.08 ,1368.50 ,2.00 ,1
3978,144349,339,1049,bryanculbertson;christopherjacoby,1,67.68 ,2,0.02 ,2281.00 ,1.00 ,1
4031,144355,625,1524,niboyi;gufeisun;bileizhu,1,58.99 ,3,0.02 ,2283.67 ,1.33 ,1
8540,1443593,57,3946,wythhh;liuxi94,1,98.56 ,2,0.32 ,1976.00 ,3.00 ,1
8540,1443725,564,3946,prashanth1994;prashanththangavel,1,85.71 ,2,0.70 ,1837.50 ,12.50 ,2
2447,1444,166,252,chris6;johnquagliano,1,34.13 ,2,0.02 ,3876.50 ,1.00 ,1
8540,1444702,1674,3946,aerohack;amlanpraharaj,1,57.58 ,2,1.18 ,1655.50 ,23.50 ,1
8076,1445630,3281,4550,nassty;akmast,1,27.89 ,2,0.03 ,1169.50 ,2.00 ,1
8089,1445849,121,3634,ccliang;khyeh0719,1,96.67 ,2,4.17 ,1424.50 ,20.00 ,1
8540,1445995,36,3946,jiweiliu;xiaozhouwang;wenwen1;kelexu;qqgeogor;fengari;buptbob;hhyhhyhy;chlxyd,1,99.09 ,9,8.88 ,2063.00 ,41.67 ,3
8310,1446316,221,933,statsinthewild;statsbymichaellopez,1,76.31 ,2,0.34 ,3145.00 ,13.00 ,1
8540,1446331,2336,3946,sauravrt;pkhomchuk,1,40.80 ,2,0.04 ,1415.50 ,2.00 ,1
8540,1446495,1835,3946,ackdav;aidandos,1,53.50 ,2,0.02 ,1591.00 ,2.00 ,1
3978,144721,181,1049,mariamz;edgrant;snakoneczny;mateuszbrunokaminski;laurageurts,1,82.75 ,5,0.08 ,2279.20 ,2.40 ,2
8540,1447453,181,3946,popyy0101;bk0000;meli19;qinhui1999,1,95.41 ,4,2.62 ,1490.50 ,31.75 ,3
8540,1447854,3674,3946,silentink;sappy5678,1,6.89 ,2,0.01 ,1379.50 ,2.00 ,1
